schedule,mdrm,caption
RCL,RCFD8740,GRS NEGTV FAIR VALU OF CMDY&OTH CNTR
RCL,RCFD8741,GR POS FR VAL OF INT RATE-MKD TO MKT
RCL,RCFD8742,GR POS FR VAL OF FGN EXCH-MKD TO MKT
RCL,RCFD8743,GR POS FR VAL OF EQTY DEV-MKD TO MKT
RCL,RCFD8744,GR POS FR VAL OF CMDY&OTH-MKD TO MKT
RCL,RCFD8745,GR NEG FR VAL OF INT RATE-MKD TO MKT
RCL,RCFD8746,GR NEG FR VAL OF FGN EXCH-MKD TO MKT
RCL,RCFD8747,GR NEG FR VAL OF EQTY DEV-MKD TO MKT
RCL,RCFD8748,GR NEG FR VAL OF CMDY&OTH-MKD TO MKT
RCR,RCFD8764,NET CURRENT CREDIT EXPOSURE
RCL,RCFD8765,SPOT FOREIGN EXCHANGE CONTRACTS
RCR,RCFD8766,INT RATE CONTRCTS-MAT OVER1THRU5 YRS
RCR,RCFD8767,INT RATE CONTRCTS-MAT OVER 5 YEARS
RCR,RCFD8769,FGN EXCHG RATE CNTRCS-MAT OVR1-5 YRS
RCR,RCFD8770,FGN EXCHG RATE CNTRCS-MAT OVER 5 YRS
RCR,RCFD8771,GOLD CONTRACTS-MAT ONE YEAR OR LESS
RCR,RCFD8772,GOLD CONTRACTS-MAT OVER 1 THRU 5 YRS
RCR,RCFD8773,GOLD CONTRACTS-MAT OVER 5 YEARS
RCR,RCFD8774,OTH PRECS METL-MAT ONE YEAR OR LESS
RCR,RCFD8775,OTH PRECS METL-MAT OVER 1 THRU 5 YRS
RCR,RCFD8776,OTH PRECS METL-MAT OVER 5 YEARS
RCR,RCFD8777,OTHR COMMODITY-MAT ONE YEAR OR LESS
RCR,RCFD8778,OTHR COMMODITY-MAT OVER 1 THRU 5 YRS
RCR,RCFD8779,OTHR COMMODITY-MAT OVER 5 YEARS
RCB,RCFD8782,AMORTIZED COST OF STRUCTURED NOTES
RCB,RCFD8783,FAIR VALUE OF STRUCTURED NOTES
RCR,RCFDA000,EQUITY CONTRCT-MAT ONE YEAR OR LESS
RCR,RCFDA001,EQUITY CONTRCT-MAT OVER 1 THRU 5 YRS
RCR,RCFDA002,EQUITY CONTRCT-MAT OVER 5 YEARS
RCL,RCFDA126,TOTAL INT RATE CONTRACTS TRADING
RCL,RCFDA127,TOTAL FGN EXCH CONTRACTS TRADING
RC,RCFDA130,OTHER COMPONENTS OF EQUITY CAPITAL
RCR,RCFDA167,EQUIV AMT OF OFF-B/S DERIVATIVES
RCR,RCFDA221,NET UNREAL LOSS ON AFS EQTY SEC
RCR,RCFDA222,EXCESS ALLOWANCE FOR LN&LEASE LOSSES
RCR,RCFDA223,RISK-WEIGHTED ASSETS
RCR,RCFDA224,AVERAGE TOTAL ASSETS
RCCI,RCFDA247,FXD&FLTG RT LNS&LEASES MAT 1 YR OR L
RCB,RCFDA248,FXD&FLTG RT DEBT SECS MAT 1 YR OR LE
RCS,RCFDA249,OUTSTDG PRNCPL BALC OF SBO'S TRANSFD
RCR,RCFDA250,AMT OF RETAINED RECOURSE ON SBO'S
RCT,RCFDA345,FIDUCIARY POWERS GRTD NOT EXERCISED
RCT,RCFDA346,FIDCRY PWRS GRTD&EXERCSD NO DOLR RPT
RCB,RCFDA510,AMTZ COS OF AVL-FOR-SL INVES MUTL FD
RCB,RCFDA511,FAIR VAL OF AVL-FOR-SL INVES MUTL FD
RCF,RCFDA519,INT-ONLY STRIPS RCVBL ON:MORTG LOANS
RCF,RCFDA520,INT-ONLY STRPS RCVBL ON:OT FIN ASSTS
RCS,RCFDA521,OUTSTDG PRNCPL BAL OF MTGES TRANSFRD
RCS,RCFDA522,AMT OF RECOURSE EXPSRE ON THESE MTGS
RCS,RCFDA523,OUTSTDG PRNCPL BAL ASSETS TRANSFRD
RCS,RCFDA524,AMT OF RECOURSE EXPSRE ON THESE ASTS
RCL,RCFDA534,CRD DERIV WHICH RPTG BK IS GUARANTOR
RCL,RCFDA535,CRD DERIV WHICH RPTG BK IS BENEFICRY
RCB,RCFDA549,"SECS ISD BY US TREAS,ETC 3 MOS LESS"
RCB,RCFDA550,"SECS ISD BY US TREAS,ETC OV 3-12 MOS"
RCB,RCFDA551,"SECS ISD BY US TREAS,ETC OV 1-3 YRS"
RCB,RCFDA552,"SECS ISD BY US TREAS,ETC OV 3-5 YRS"
RCB,RCFDA553,"SECS ISD BY US TREAS,ETC OV 5-15 YRS"
RCB,RCFDA554,"SECS ISD BY US TREAS,ETC OVER 15 YRS"
RCB,RCFDA555,MTGE PASS-THRU SECS MAT 3 MONTHS LES
RCB,RCFDA556,MTGE PASS-THRU SECS MAT OV 3-12 MTHS
RCB,RCFDA557,MTGE PASS-THRU SECS MAT OV 1 - 3 YRS
RCB,RCFDA558,MTGE PASS-THRU SECS MAT OV 3 - 5 YRS
RCB,RCFDA559,MTGE PASS-THRU SECS MAT OV 5 - 15 YR
RCB,RCFDA560,MTGE PASS-THRU SECS MAT OVER 15 YEAR
RCB,RCFDA561,OTHER MTG-BCKD SECS 3 YEARS OR LESS
RCB,RCFDA562,OTHER MTG-BCKD SECS OVER 3 YEARS
RCCI,RCFDA570,OTHER LNS&LEASES MAT 3 MONTHS OR LES
RCCI,RCFDA571,OTHER LNS&LEASES MAT OVER 3-12 MONTH
RCCI,RCFDA572,OTHER LNS&LEASES MAT OVR 1 - 3 YRS
RCCI,RCFDA573,OTHER LNS&LEASES MAT OVR 3 - 5 YRS
RCCI,RCFDA574,OTHER LNS&LEASES MAT OVR 5 - 15 YRS
RCCI,RCFDA575,OTHER LNS&LEASES MATURITY OVER 15 YR
RCL,RCFDA589,INT RATE CONTRTS-INTEREST RATE SWAPS
RCM,RCFDA590,ESTMTD FAIR VAL OF MTG SERVNG ASSETS
RCS,RCFDA591,OTSTDNG PRIN BAL LNS OTH TH 1-4 FAML
RCM,RCFDB026,PURCD CRD CD RLSHPS&NONMTG SRVG ASTS
RCS,RCFDB500,"AMT OF OWNRSHP,ETC:LOANS-HM EQ LINES"
RCS,RCFDB501,"AMT OF OWRSHP,ETC:LOANS-CRDT CRD RCV"
RCS,RCFDB502,"AMT OF OWNRSHP,ETC:LOANS-CMMRL&INDUS"
RCR,RCFDB503,ADJSTMNT TO TOTL RSK-BASED CPTL
RCR,RCFDB504,ADJUSTMENT TO RWA
RCR,RCFDB505,ADJUSTMENT TO AVERAGE TOTAL ASSETS
RCR,RCFDB520,FED FNDS SLD&SECS PRCHD UDR AGMT-100
RC,RCFDB528,"LOANS & LEASES, NET UNEARNED INCOME"
RC,RCFDB529,"LOANS & LEASES, NET UNEARN INC&ALLOW"
RC,RCFDB530,ACCUMULATED OTH COMPREHENSIVE INCOME
RCCI,RCFDB532,LNS TO U.S. BRNCHES&AGNCIES FRGN BKS
RCCI,RCFDB533,LNS TO OTHER COMMRCL BKS IN THE U.S.
RCCI,RCFDB534,LNS TO OTH DEPSTRY INSTITNS IN U.S.
RCCI,RCFDB536,LNS TO FRGN BRNCHES OF OTH U.S. BNKS
RCCI,RCFDB537,LNS TO OTH BNKS IN FOREIGN COUNTRIES
RCCI,RCFDB538,CREDIT CARDS LOANS
RCCI,RCFDB539,OTHER REVOLVING CREDIT PLAN LOANS
RCR,RCFDB541,RECOURSE & DIRECT CRD SUBS-FACE VALU
RCR,RCFDB542,RECOURSE&DIRCT CRDT SUBS-CRDT EQ AMT
RCR,RCFDB543,RECOURSE&DIRECT CRDT SUBSTITS-100%
RCR,RCFDB546,FINCL STANDBY LTTRS OF CRD-FACE VALU
RCR,RCFDB547,FINCL STANDBY LETTRS OF CRD-EQVL AMT
RCR,RCFDB548,FINANCIAL STANDBY LETTRS OF CRDIT-0%
RCF,RCFDB556,ACCRUED INTEREST RECEIVABLE
RCG,RCFDB557,ALL0WANCE FOR CREDIT LOSSES OFF B/S
RCK,RCFDB558,QTR AVG: U.S. TREAS SEC & GOVT OBLIG
RCK,RCFDB559,QTR AVG: MORTGAGE-BACKED SECURITIES
RCK,RCFDB560,QTR AVG: ALL OTHER SECURITIES
RCM,RCFDB565,FHLB ADVANCES: MATURING 1-3 YEARS
RCM,RCFDB566,FHLB ADVANCES: MATURING > 3 YEARS
RCM,RCFDB567,OTHER BORROWINGS MATURING 1-3 YEARS
RCM,RCFDB568,OTHER BORROWINGS MATURING > 3 YEARS
RCM,RCFDB569,DOES RPRTNG BANK SELL MUTUAL FUNDS?
RCM,RCFDB570,ASSETS MANAGED: MUTUAL FUNDS&ANNUITY
RCM,RCFDB571,OTHER BORR0WINGS MATURING <= 1 YEAR
RCN,RCFDB575,PAST DUE(30-89DA): CREDIT CARD LOANS
RCN,RCFDB576,PAST DUE(>=90DAY): CREDIT CARD LOANS
RCN,RCFDB577,PAST DUE(NONACCR): CREDIT CARD LOANS
RCN,RCFDB578,PAST DUE(30-89DA): OTHER INDIV LOANS
RCN,RCFDB579,PAST DUE(>=90DAY): OTHER INDIV LOANS
RCN,RCFDB580,PAST DUE(NONACCR): OTHER INDIV LOANS
RCR,RCFDB581,FINANCIAL STANDBY LETTRS OF CRDT-20%
RCR,RCFDB582,FIANCIAL STANDBY LETTRS OF CRDIT-50%
RCR,RCFDB583,FINANCIAL STANDBY LETTRS OF CRD-100%
RCR,RCFDB588,NONQUALIFYING PERPETUAL PREFER STOCK
RCR,RCFDB589,QUALIFYING MINORITY INT CONSOL SUBS
RCR,RCFDB590,DISALLOWD GOODWILL&OTH INTANG ASSETS
RCR,RCFDB591,DISALLOWD SERVICING ASSETS & PCCR'S
RCR,RCFDB592,OTHER ADDITIONS(DEDUCT) FROM TIER1
RCR,RCFDB593,CUMULATIVE PERPETUAL PREFERRED STOCK
RCR,RCFDB594,OTHER TIER 2 CAPITAL COMPONENTS
RCR,RCFDB595,DEDUCTIONS FOR TOTL RISK-BASED CAPTL
RCR,RCFDB596,OTHR DEDUCT FR ASSETS FOR LEVRGE CAP
RCR,RCFDB600,CASH & BAL DUE FROM DI'S: 0% RSK-WGT
RCR,RCFDB601,CASH & BAL DUE FROM DI'S: 20% RSK-WT
RCR,RCFDB602,CASH & BAL DUE FROM DI'S:100% RSK-WT
RCR,RCFDB603,H-T-M SECURITIES-NOT SUBJECT RSK-WT
RCR,RCFDB604,HELD-TO-MATUR SECURITIES: 0% RSK-WGT
RCR,RCFDB605,HELD-TO-MATUR SECURITIES: 20%RSK-WGT
RCR,RCFDB606,HELD-TO-MATUR SECURITIES: 50%RSK-WGT
RCR,RCFDB607,HELD-TO-MATUR SECURITIES:100%RSK-WGT
RCR,RCFDB608,A-F-S SECURITES - NOT SUBJECT RSK-WT
RCR,RCFDB609,AVAIL-FOR-SALE SECUR: 0% RISK-WGT
RCR,RCFDB610,AVAIL-FOR-SALE SECUR: 20% RISK-WGT
RCR,RCFDB611,AVAIL-FOR-SALE SECUR: 50% RISK-WGT
RCR,RCFDB612,AVAIL-FOR-SALE SECUR: 100% RISK-WGT
RCR,RCFDB613,FED FUNDS SOLD&SEC PUR: 0% RISK-WTG
RCR,RCFDB614,FED FUNDS SOLD&SECS PUR: 20% RSK-WGT
RCR,RCFDB616,FED FUNDS SOLD&SECS PUR: 100% RSK-WG
RCR,RCFDB617,LOANS&LEASES H-F-S: NOT SUBJ RSK-WGT
RCR,RCFDB618,LOANS & LEASES H-F-S: 0% RISK-WEIGHT
RCR,RCFDB619,LOANS & LEASES H-F-S: 20% RISK-WGT
RCR,RCFDB620,LOANS & LEASES H-F-S:-50% RISK-WGT
RCR,RCFDB621,LOANS & LEASES H-F-S: 100% RISK-WGT
RCR,RCFDB622,"LOANS & LEASES,NET: NOT SUBJ RSK-WGT"
RCR,RCFDB623,"LOANS & LEASES, NET: 0% RISK-WEIGHT"
RCR,RCFDB624,"LOANS & LEASES, NET: 20% RISK-WEIGHT"
RCR,RCFDB625,"LOANS & LEASES, NET: 50% RISK-WEIGHT"
RCR,RCFDB626,"LOANS & LEASES,NET: 100% RISK-WEIGHT"
RCR,RCFDB627,TRADING ASSETS: NOT SUBJ RISK-WGT
RCR,RCFDB628,TRADING ASSETS: 0% RISK-WEIGHT
RCR,RCFDB629,TRADING ASSETS: 20% RISK-WEIGHT
RCR,RCFDB630,TRADING ASSETS: 50% RISK-WEIGHT
RCR,RCFDB631,TRADING ASSETS: 100% RISK-WEIGHT
RCR,RCFDB639,OTHER ASSETS - TOTALS
RCR,RCFDB640,OTHER ASSETS - NOT SUBJ RISK-WGT
RCR,RCFDB641,OTHER ASSETS: 0% RISK-WEIGHT
RCR,RCFDB642,OTHER ASSETS: 20% RISK-WEIGHT
RCR,RCFDB643,OTHER ASSETS: 50% RISK-WEIGHT
RCR,RCFDB644,TOTAL ASSETS: NOT SUBJ RISK-WGT
RCR,RCFDB645,FINANCL STNDBY LETTERS OF CRDT-EQVLN
RCR,RCFDB646,FINANCL STANDBY LETRS OF CRDT-0% R/W
RCR,RCFDB647,FINANCL STANDBY LETRS OF CRDT-20%R/W
RCR,RCFDB648,FINANCL STANDBY LETRS OF CRDT-50%R/W
RCR,RCFDB649,FINAN STANDBY LETRS OF CRDT-100% R/W
RCR,RCFDB650,PERFORM STANDBY LETRS OF CRDT-EQUIV
RCR,RCFDB651,PERFORM STANDBY LETRS OF CRDT-0% R/W
RCR,RCFDB652,PERFORM STANDBY LETRS OF CRDT-20%R/W
RCR,RCFDB653,PERFORM STANDBY LETRS OF CRDT-50%R/W
RCR,RCFDB654,PERFORM STANDBY LETRS OF CRDT-100%
RCR,RCFDB655,CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL
RCR,RCFDB656,COMMERCIAL &SIM LETRS OF CRDT-0%
RCR,RCFDB657,COMMERCIAL &SIM LETRS OF CRDT-20%
RCR,RCFDB658,COMMERCIAL &SIM LETRS OF CRDT-50%
RCR,RCFDB659,COMMERCIAL &SIM LETRS OF CRDT-100%
RCR,RCFDB660,RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL
RCR,RCFDB661,RISK PARTIC IN BKRS ACCEPT - 0%
RCR,RCFDB662,RISK PARTIC IN BKRS ACCEPT - 20%
RCR,RCFDB663,RISK PARTIC IN BKRS ACCEPT - 100%
RCR,RCFDB664,SECURITIES LENT-CREDIT EQUIVALNT AMT
RCR,RCFDB665,SECURITIES LENT - 0%
RCR,RCFDB666,SECURITIES LENT - 20%
RCR,RCFDB667,SECURITIES LENT - 50%
RCR,RCFDB668,SECURITIES LENT - 100%
RCR,RCFDB669,RECOURSE ON SMALL BUS OBLIG - EQUIV
RCR,RCFDB670,RECOURSE ON SMALL BUS OBLIG - 0%
RCR,RCFDB671,RECOURSE ON SMALL BUS OBLIG - 20%
RCR,RCFDB672,RECOURSE ON SMALL BUS OBLIG - 50%
RCR,RCFDB673,RECOURSE ON SMALL BUS OBLIG - 100%
RCR,RCFDB674,FIN ASSETS W/LOW-LEVL REC - 100%
RCR,RCFDB675,OTHR FNCL ASSETS SOLD W/RECRS ($AMT)
RCR,RCFDB676,OTHR FNCL ASSETS SOLD W/RECRS (EQUIV
RCR,RCFDB677,OTHR FNCL ASSETS SOLD W/RECRS-0%
RCR,RCFDB678,OTHR FNCL ASSETS SOLD W/RECRS-20%
RCR,RCFDB679,OTHR FNCL ASSETS SOLD W/RECRS-50%
RCR,RCFDB680,OTHR FNCL ASSETS SOLD W/RECRS-100%
RCR,RCFDB681,ALL OTH OFF-BALNCE SHEET LIABILITIES
RCR,RCFDB682,ALL OTH OFF-BAL SHEET LIABS-CDT EQVL
RCR,RCFDB683,ALL OTH OFF-BAL SHEET LIABILITIES-0%
RCR,RCFDB684,ALL OTH OFF-BAL SHEET LIABILTIES-20%
RCR,RCFDB685,ALL OTH OFF-BAL SHEET LIABILTIES-50%
RCR,RCFDB686,ALL OTH OFF-BAL SHEET LIABLTIES-100%
RCR,RCFDB687,"CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL"
RCR,RCFDB688,CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%
RCR,RCFDB689,CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%
RCR,RCFDB690,CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%
RCR,RCFDB691,CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%
RCR,RCFDB693,DERIVATIVE CONTRACTS - 0%
RCR,RCFDB694,DERIVATIVE CONTRACTS - 20%
RCR,RCFDB695,DERIVATIVE CONTRACTS - 50%
RCR,RCFDB696,"TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%"
RCR,RCFDB697,"TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%"
RCR,RCFDB698,"TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%"
RCR,RCFDB699,"TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%"
RCR,RCFDB700,RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%
RCR,RCFDB701,RSK-WGHTD ASTS BY RSK WGHT CTRY-20%
RCR,RCFDB702,RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%
RCR,RCFDB703,RSK-WGHTD ASTS BY RSK WGH CTGRY-100%
RCR,RCFDB704,RSK-WGHTD ASTS BEFORE DEDCTNS - 100%
RCS,RCFDB705,"OTSTDNG PRNCPL BAL,ETC-1-4 FAM RESDL"
RCS,RCFDB706,"OTSTDNG PRNCPL BAL OF,ETC-HM EQ LINS"
RCS,RCFDB707,"OTSTDNG PRNCPL BAL OF,ETC-CR CRD RCV"
RCS,RCFDB708,"OTSTDNG PRNCPL BAL OF,ETC-AUTO LOANS"
RCS,RCFDB709,"OTSTDNG PRNCPL BAL OF,ETC-OT CSMR LN"
RCS,RCFDB710,OTSTDNG PRNCPL BAL OF-CMMRL&INDU LNS
RCS,RCFDB711,"OTSTDNG PRNCPL BAL OF,ETC-ALL OT LNS"
RCS,RCFDB712,RETAINED INT-ONLY STRPS-1-4 FAM RESI
RCS,RCFDB713,RETAINED INT-ONLY STRPS-HM EQY LINES
RCS,RCFDB714,RETAINED INT-ONLY STRPS-CR CRD RCVBL
RCS,RCFDB715,RETAINED INT-ONLY STRIPS-AUTO LOANS
RCS,RCFDB716,RETAINED INT-ONLY STRPS-OTH CSMR LNS
RCS,RCFDB717,RETAINED INT-ONLY STRPS-CMRL&IND LNS
RCS,RCFDB718,RETAINED INT-ONLY STRPS-ALL OTHR LNS
RCS,RCFDB719,STANDBY LETTRS OF CRDT-1-4 FAM RSDTL
RCS,RCFDB720,STANDBY LETTRS OF CRDT-HM EQTY LINES
RCS,RCFDB721,STANDBY LETTRS OF CRDT-CRDT CRD RCVB
RCS,RCFDB722,STANDBY LETTERS OF CREDIT-AUTO LOANS
RCS,RCFDB723,STANDBY LETTRS OF CRDT-OTH CNSMR LNS
RCS,RCFDB724,STANDBY LETTRS OF CRDT-CMMRL&IND LNS
RCS,RCFDB725,STANDBY LETTRS OF CRDT-ALL OTHER LNS
RCS,RCFDB726,REPRTNG BNK'S UNUSD CMMTMTS-1-4 FAM
RCS,RCFDB727,REPRTNG BNK'S UNUSD CMMTMTS-HM EQ LN
RCS,RCFDB728,RPRTNG BNK'S UNUSD CMTMTS-CR CRD REC
RCS,RCFDB729,REPRTNG BNK'S UNUSD CMMTMTS-AUTO LNS
RCS,RCFDB730,RPRTNG BK'S UNUSD CMTMTS-OT CSMR LNS
RCS,RCFDB731,RPRTNG BK'S UNUSD CMTMTS-C & I LOANS
RCS,RCFDB732,RPRTING BK'S UNUSD CMTMTS-ALL OT LNS
RCS,RCFDB733,PAST DUE LN AMTS:30-89 DYS FAMI RSDL
RCS,RCFDB734,PAST DUE LOAN AMTS:30-89 DYS HM EQTY
RCS,RCFDB735,PAST DUE LOAN AMTS:30-89 DYS CR CARD
RCS,RCFDB736,PAS DUE LN AMTS:30-89 DYS AUTO LOANS
RCS,RCFDB737,PAS DUE LN AMTS:30-89 DYS OT CSMR LN
RCS,RCFDB738,PAS DU LN AMTS:30-89 DYS CML&IND LNS
RCS,RCFDB739,PAS DU LN AMTS:30-89 DYS ALL OTH LNS
RCS,RCFDB740,PAS DU LN AMTS:90 DAYS/MORE 1-4 FAM
RCS,RCFDB741,PAS DUE LN AMTS:90 DYS/MOR HM EQY LN
RCS,RCFDB742,PAS DU LN AMTS:90 DYS/MOR CR CRD RCV
RCS,RCFDB743,PAST DUE LN AMTS:90 DYS/MOR AUTO LNS
RCS,RCFDB744,PAS DUE LN AMTS:90 DYS/MOR OTH CNSMR
RCS,RCFDB745,PAS DU LN AMTS:90 DYS/MOR CMMRL&IND
RCS,RCFDB746,PAS DUE LN AMTS:90 DYS/MOR ALL OTHER
RCS,RCFDB761,AMT OF OWNRSHP(SELLER)INT-HM EQTY LN
RCS,RCFDB762,"AMT OF OWNRSHP(SELLER)INT,ETC-CR CRD"
RCS,RCFDB763,"AMT OF OWNRSHP(SELLER) INT,ETC:C&I"
RCS,RCFDB764,PAS DUE LN AMTS ETC 30-89 DYS HM EQY
RCS,RCFDB765,"PAS DUE LN AMTS,ETC:30-89 DYS CR CRD"
RCS,RCFDB766,"PAS DUE LN AMTS,ETC:30-89DYS CML&IND"
RCS,RCFDB767,"PAS DU LN AMTS,ETC:90 DYS/MOR-HM EQY"
RCS,RCFDB768,"PAS DUE LN AMTS,ETC:90DYS/MOR-CR CRD"
RCS,RCFDB769,"PAS DUE LN AMTS,ETC:90DYS/MO-CML&IND"
RCS,RCFDB776,"MAXI AMT OF CRDIT,ETC:1-4 FAMI RSDTL"
RCS,RCFDB777,"MAXI AMT OF CRED,ETC:HOME EQTY LINES"
RCS,RCFDB778,"MAXI AMT OF CREDIT,ETC:CRD CARD RCVB"
RCS,RCFDB779,"MAXI AMOUNT OF CREDIT,ETC:AUTO LOANS"
RCS,RCFDB780,"MAXI AMT OF CREDIT,ETC:OTH CNSMR LNS"
RCS,RCFDB781,"MAXI AMT OF CREDIT,ETC:CMMRCL&INDUST"
RCS,RCFDB782,"MAXI AMT OF CREDIT,ETC:ALL OTH LOANS"
RCS,RCFDB783,RPRTNG BK'S UNUSD CMTMTS:1-4 FAM RSD
RCS,RCFDB784,RPRTNG BK'S UNUSD CMTMTS:HM EQ LINES
RCS,RCFDB785,RPRTNG BK'S UNUSD CMTMTS:CR CRD RCVB
RCS,RCFDB786,RPRTNG BNK'S UNUSD CMTMTS:AUTO LOANS
RCS,RCFDB787,RPRTNG BNK'S UNUSD CMTMTS:OT CSMR LN
RCS,RCFDB788,RPRTNG BK'S UNUSD CMTMTS:CMMRL&INDUS
RCS,RCFDB789,RPRTNG BK'S UNUSD CMTMTS:ALL OTH LNS
RCS,RCFDB790,"ASSTS SLD W/RECOURSE,ETC:1-4 FAM RSD"
RCS,RCFDB791,"ASSTS SLD W/RECOURSE,ETC:HM EQ LINES"
RCS,RCFDB792,"ASSTS SLD W/RECOURSE,ETC:CR CARD RCV"
RCS,RCFDB793,"ASSTS SLD W/RECOURSE,ETC:AUTO LOANS"
RCS,RCFDB794,"ASSTS SLD W/RECOURSE,ETC:OT CSMR LNS"
RCS,RCFDB795,"ASSTS SLD W/RECOURSE,ETC:CMMRL&INDUS"
RCS,RCFDB796,"ASSTS SOLD W/RECOURSE,ETC:ALL OT LNS"
RCS,RCFDB797,"MAXI AMT OF CREDIT,ETC:1-4 FAM RSDTL"
RCS,RCFDB798,"MAXI AMT OF CREDIT,ETC:HM EQTY LINES"
RCS,RCFDB799,"MAXI AMT OF CREDIT,ETC:CR CARD RCVBL"
RCS,RCFDB800,"MAXI AMT OF CREDIT,ETC:AUTO LOANS"
RCS,RCFDB801,"MAXI AMT OF CREDIT,ETC:OTH CNSMR LNS"
RCS,RCFDB802,"MAXI AMT OF CREDIT,ETC:CMMRL&INDUSTL"
RCS,RCFDB803,"MAXI AMT OF CREDIT,ETC:ALL OTH LOANS"
RCS,RCFDB804,1-4FAM RES MORTGAGE SERVIC W/RECRS
RCS,RCFDB805,1-4FAM RES MORTG SERVIC W/ NO RECR
RCS,RCFDB806,"MAXI AMT OF,ETC:CONDUITS SPNSRD BANK"
RCS,RCFDB807,"MAXI AMT OF,ETC:CONDUITS SPNSRD OTHR"
RCS,RCFDB808,"UNUSED CMTMTS,ETC:CONDUITS SPNSRD BK"
RCS,RCFDB809,"UNUSD CMTMTS,ETC:CONDUITS SPNSRD OTH"
RCCI,RCFDB837,LNS SEC BY REAL ESTATE NON-US
RCB,RCFDB838,HTM(COST): ABS - CREDIT CARD RECEIV
RCB,RCFDB839,HTM(FAIR): ABS - CREDIT CARD RECEIV
RCB,RCFDB840,AFS(COST): ABS - CREDIT CARD RECEIV
RCB,RCFDB841,AFS(FAIR): ABS - CREDIT CARD RECEIV
RCB,RCFDB842,HTM(COST): ABS - HOME EQUITY LINES
RCB,RCFDB843,HTM(FAIR): ABS - HOME EQUITY LINES
RCB,RCFDB844,AFS(COST): ABS - HOME EQUITY LINES
RCB,RCFDB845,AFS(FAIR): ABS - HOME EQUITY LINES
RCB,RCFDB846,HTM(COST): ABS - AUTOMOBILE LOANS
RCB,RCFDB847,HTM(FAIR): ABS - AUTOMOBILE LOANS
RCB,RCFDB848,AFS(COST): ABS - AUTOMOBILE LOANS
RCB,RCFDB849,AFS(FAIR): ABS - AUTOMOBILE LOANS
RCB,RCFDB850,HTM(COST): ABS- OTHER CONSUMER LOANS
RCB,RCFDB851,HTM(FAIR): ABS- OTHER CONSUMER LOANS
RCB,RCFDB852,AFS(COST): ABS- OTHER CONSUMER LOANS
RCB,RCFDB853,AFS(FAIR): ABS- OTHER CONSUMER LOANS
RCB,RCFDB854,HTM(COST): ABS- COMMRCIAL &IND LOANS
RCB,RCFDB855,HTM(FAIR): ABS- COMMRCIAL &IND LOANS
RCB,RCFDB856,AFS(COST): ABS- COMMRCIAL &IND LOANS
RCB,RCFDB857,AFS(FAIR): ABS- COMMRCIAL &IND LOANS
RCB,RCFDB858,HTM(COST): ASSET BACKED SEC - OTHER
RCB,RCFDB859,HTM(FAIR): ASSET BACKED SEC - OTHER
RCB,RCFDB860,AFS(COST): ASSET BACKED SEC - OTHER
RCB,RCFDB861,AFS(FAIR): ASSET BACKED SEC - OTHER
RCT,RCFDB867,DOES BK HAVE ANY FIDUCIARY/RLTD ACT?
RCT,RCFDB868,PRSNL TRST/AGNCY ACCTS-MANAGD ASSETS
RCT,RCFDB869,PRSNL TRST/AGCY ACCTS-NON-MAN ASSETS
RCT,RCFDB870,PRSNL TRST/AGCY ACCTS NBR MANAGD ACC
RCT,RCFDB871,PRSNL TRST/AGCY ACCTS NBR NON-MNG AC
RCT,RCFDB872,EMPLOYEE BNFT-DEFND CNTRBTN-MAN ASTS
RCT,RCFDB873,"EMPLOYEE BNFT-DEFND CNTRBTN-NON,ETC"
RCT,RCFDB874,EMPLOYEE BNFT-DEFND CNTRBTN-# MANAGD
RCT,RCFDB875,"EMPLOYEE BNFT-DEFD CNTRBTN MBR NON,E"
RCT,RCFDB876,EMPLOYEE BNFT-DFND BNFT-MANAGD ASETS
RCT,RCFDB877,"EMPLOYEE BNFT-DFND BNFT-NON-MNGD,ETC"
RCT,RCFDB878,EMPLOYEE BNFT-DFND BNFT-# MNGD ACCTS
RCT,RCFDB879,EMPLOYEE BNFT-DFND BNFT NBR NON-MNGD
RCT,RCFDB880,OTH RETIREMENT ACCTS-MANAGED ASSETS
RCT,RCFDB881,OTH RETIREMNT ACCTS-NON-MANGD ASSETS
RCT,RCFDB882,OTH RETIREMNT ACCTS-# MANAGED ACCTS
RCT,RCFDB883,OTH RETIREMNT ACCTS-# NON-MNGD ACCTS
RCT,RCFDB884,CORP TRST/AGCY ACCTS-MANAGED ASSETS
RCT,RCFDB885,CORP TRST/AGCY ACCTS-NON-MNGD ASSETS
RCT,RCFDB886,INVMT MNGEMNT AGCY ACCTS-MNGD ASSETS
